program,title,link,upvotes,bounty
Node.js third-party modules,Command Injection in npm module name passed as an argument to pm2.install() function,hackerone.com/reports/633364,3,0.0
Dovecot,Memory corruption in imap-parser.c,hackerone.com/reports/537550,45,5000.0
PayPal,DoS on PayPal via web cache poisoning,hackerone.com/reports/622122,565,9700.0
Mail.ru,[ RCE ] Through stopping the redirect in /admin/* the attacker able to bypass Authentication And Upload Malicious File,hackerone.com/reports/683957,280,4000.0
HackerOne,Private program disclosure via `vpn_suspended` GraphQL query,hackerone.com/reports/715192,119,2500.0
HackerOne,Any user with access to program can resume and suspend HackerOne Gateway,hackerone.com/reports/717716,54,0.0
Automattic,Stored XSS vulnerability in comments on *.wordpress.com,hackerone.com/reports/707720,109,350.0
Automattic,Stored Self XSS on https://app.crowdsignal.com (in Photo Insert App) + Stored XSS on https://*your-subdomain*.survey.fm,hackerone.com/reports/667188,43,150.0
PHP (IBB),Int Overflow lead to Heap OverFlow in exif_thumbnail_extract of exif.c,hackerone.com/reports/384477,42,500.0
Semmle,Worker container escape lead to arbitrary file reading in host machine [again],hackerone.com/reports/697055,168,2000.0
Python (IBB),A reflected XSS in python/Lib/DocXMLRPCServer.py,hackerone.com/reports/705420,109,500.0
Flash (IBB),Internet-based attacker can run Flash apps in local sandboxes by using,hackerone.com/reports/73276,9,2000.0
Flash (IBB),"Flash Player information disclosure (etc.) CVE-2015-3044, PSIRT-3298",hackerone.com/reports/63324,5,2000.0
Flash (IBB),Double free vulnerability in Flash Player Settings Manager (CVE-2015-0346),hackerone.com/reports/56385,32,5000.0
Flash (IBB),Flash “local-with-filesystem” Bypass in navigateToURL,hackerone.com/reports/150976,16,3000.0
MyCrypto,URL is vulnerable to clickjacking,hackerone.com/reports/712376,12,0.0
Rocket.Chat,"Blind SQL injection in third-party software, that allows to reveal user statistic from rocket.chat and possibly hack into the rocketchat.agilecrm.com",hackerone.com/reports/433792,51,0.0
Nextcloud,Exposing debug.log file leads to server full path disclosure,hackerone.com/reports/696360,11,0.0
VK.com,"Узнаем новые email приглашенного нами пользователя после смены, и так же часть номера телефона",hackerone.com/reports/529367,7,300.0
Ruby,Null character at fnmatch,hackerone.com/reports/449617,3,200.0
Ruby,Potential command injection in `Shell#[]` and `Shell#test`,hackerone.com/reports/327512,1,200.0
Starbucks,Reflected cross-site scripting on multiple Starbucks assets.,hackerone.com/reports/629745,64,150.0
Brave Software,Stored XSS in localhost:* via integrated torrent downloader,hackerone.com/reports/681617,114,0.0
Brave Software,[Brave browser] WebTorrent has DNS rebinding vulnerability,hackerone.com/reports/663729,7,100.0
Keybase,XSS on Desktop Client,hackerone.com/reports/473950,156,1000.0
Semmle,Worker container escape lead to arbitrary file reading in host machine,hackerone.com/reports/694181,107,2000.0
Slack,XSS vulnerable parameter in a location hash,hackerone.com/reports/146336,362,1100.0
Apache httpd (IBB),"mod_http2, read-after-free in h2 connection shutdown (CVE-2019-10082)",hackerone.com/reports/680415,1,500.0
Apache httpd (IBB),"mod_http2, memory corruption on early pushes (CVE-2019-10081)",hackerone.com/reports/677557,3,500.0
PHP (IBB),Use-After-Free / Double-Free in WDDX Deserialize,hackerone.com/reports/116372,14,500.0
PHP (IBB),Type Confusion Vulnerability - SOAP / make_http_soap_request(),hackerone.com/reports/116773,63,1000.0
PHP (IBB),Out-of-Bound Read in phar_parse_zipfile(),hackerone.com/reports/114172,7,500.0
PHP (IBB),Heap corruption in tar/zip/phar parser,hackerone.com/reports/110417,3,1000.0
PHP (IBB),Multiple Heap Overflow due to integer overflows | xml/filter_url/addcslashes,hackerone.com/reports/117651,2,500.0
PHP (IBB),Uninitialized pointer in phar_make_dirstream(),hackerone.com/reports/109843,3,1000.0
PHP (IBB),Integer overflow in wordwrap,hackerone.com/reports/113268,2,500.0
Python (IBB),Heapoverflow in zipimporter module,hackerone.com/reports/112057,12,1000.0
The Internet,external entity expansion in Apache POI,hackerone.com/reports/25537,1,0.0
PHP (IBB),PHP mbstring / Oniguruma multiple remote heap/stack corruptions,hackerone.com/reports/237915,33,1500.0
PHP (IBB),PHP OpenSSL zif_openssl_seal() heap overflow (wild memcpy),hackerone.com/reports/248609,2,500.0
PHP (IBB),PHP WDDX Deserialization Heap OOB Read in timelib_meridian(),hackerone.com/reports/248659,2,500.0
PHP (IBB),Out-Of-Bounds Read in timelib_meridian(),hackerone.com/reports/283644,2,500.0
PHP (IBB),memory corruption while parsing HTTP response,hackerone.com/reports/320222,1,500.0
The Internet,Multiple issues in Libxml2 (2.9.2 - 2.9.5),hackerone.com/reports/293126,2,0.0
PHP (IBB),PHP INI Parsing Stack Buffer Overflow Vulnerability,hackerone.com/reports/248601,2,500.0
PHP (IBB),memory allocator fails to realloc small block to large one,hackerone.com/reports/159992,4,500.0
The Internet,Two vulnerability in GNU binutils,hackerone.com/reports/323017,4,0.0
The Internet,"rpcbind ""rpcbomb"" CVE-2017-8779, CVE-2017-8804",hackerone.com/reports/235016,9,0.0
The Internet,4 severe remote + several minor OpenVPN vulnerabilities,hackerone.com/reports/242579,26,0.0
The Internet,CVE-2017-10966: Heap-use-after-free in Irssi &lt;1.0.4,hackerone.com/reports/247028,5,0.0
PHP (IBB),Null pointer deref with ob_start with compact,hackerone.com/reports/113798,1,500.0
PHP (IBB),Null pointer deref with ob_start with get_defined_vars,hackerone.com/reports/113799,1,500.0
PHP (IBB),wddx_deserialize null dereference with invalid xml,hackerone.com/reports/161198,2,500.0
PHP (IBB),Integer underflow / arbitrary null write in fread/gzread,hackerone.com/reports/141212,1,500.0
PHP (IBB),wddx_deserialize null dereference in php_wddx_pop_element,hackerone.com/reports/161217,2,500.0
PHP (IBB),imagecropauto out-of-bounds access,hackerone.com/reports/178144,2,500.0
PHP (IBB),Out-of-bounds reads in zif_grapheme_stripos with negative offset,hackerone.com/reports/135291,2,500.0
PHP (IBB),imagegif/output out-of-bounds access,hackerone.com/reports/152784,1,500.0
PHP (IBB),CVE-2015-8874 Stack overflow with imagefilltoborder,hackerone.com/reports/146936,1,500.0
PHP (IBB),imagegammacorrect allows arbitrary write access,hackerone.com/reports/161193,2,1000.0
PHP (IBB),Illegal write access through Locale methods,hackerone.com/reports/175315,1,500.0
PHP (IBB),locale_accept_from_http out-of-bounds access,hackerone.com/reports/152782,1,500.0
PHP (IBB),get_icu_value_internal out-of-bounds read,hackerone.com/reports/141197,1,500.0
PHP (IBB),bcpowmod accepts negative scale and corrupts _one_ definition,hackerone.com/reports/135293,1,500.0
PHP (IBB),Negative size parameter (-1) in memcpy mbfl_strcut,hackerone.com/reports/127242,1,1000.0
PHP (IBB),"stack-buffer-overflow through ""ResourceBundle"" methods",hackerone.com/reports/175316,1,500.0
PHP (IBB),SEH buffer overflow msgfmt_format_message,hackerone.com/reports/170138,2,1000.0
PHP (IBB),xml_parse_into_struct segmentation fault,hackerone.com/reports/135294,1,500.0
Python (IBB),Python 2.7 32-bit JSON encoding heap corruption,hackerone.com/reports/172403,4,500.0
PHP (IBB),Use-after-free in PHP7's unserialize(),hackerone.com/reports/245956,6,500.0
PHP (IBB),Create an Unexpected Object and Don't Invoke __wakeup() in Deserialization,hackerone.com/reports/198723,4,500.0
PHP (IBB),Use After Free in unserialize(),hackerone.com/reports/198732,4,500.0
PHP (IBB),Type Confusion in Object Deserialization,hackerone.com/reports/198733,3,500.0
PHP (IBB),Use-after-free in ArrayObject Deserialization,hackerone.com/reports/180909,4,500.0
PHP (IBB),GMP Deserialization Type Confusion Vulnerability [MyBB &lt;= 1.8.3 RCE Vulnerability],hackerone.com/reports/198734,59,1500.0
PHP (IBB),Use-after-free in unserialize(),hackerone.com/reports/175982,4,1000.0
PHP (IBB),NULL Pointer Dereference in WDDX Packet Deserialization with PDORow,hackerone.com/reports/180908,4,500.0
PHP (IBB),Use After Free in PHP7 unserialize(),hackerone.com/reports/182474,4,1000.0
PHP (IBB),Memory Corruption in During Deserialized-object Destruction,hackerone.com/reports/167931,4,500.0
PHP (IBB),Create an Unexpected Object and Don't Invoke __wakeup() in During Deserialization,hackerone.com/reports/159943,4,1000.0
PHP (IBB),PHP Session Data Injection Vulnerability,hackerone.com/reports/159946,14,1000.0
PHP (IBB),Use After Free Vulnerability in unserialize(),hackerone.com/reports/159948,4,500.0
PHP (IBB),Use After Free/Double Free in Garbage Collection,hackerone.com/reports/152281,4,500.0
PHP (IBB),Use After Free Vulnerability in array_walk()/array_walk_recursive(),hackerone.com/reports/155223,5,500.0
PHP (IBB),Use After Free in unserialize() with Unexpected Session Deserialization,hackerone.com/reports/152267,4,1000.0
PHP (IBB),Use After Free Vulnerability in SNMP with GC and unserialize(),hackerone.com/reports/152266,7,1000.0
PHP (IBB),Integer Overflow/Heap Overflow in json_encode()/json_decode(),hackerone.com/reports/146182,5,500.0
PHP (IBB),Integer Overflow in Length of String-typed ZVAL,hackerone.com/reports/146185,5,500.0
PHP (IBB),Integer Overflow in addcslashes()/addslashes(),hackerone.com/reports/146184,5,500.0
PHP (IBB),Integer Overflow in nl2br(),hackerone.com/reports/146183,4,500.0
PHP (IBB),Integer Overflow in SplFileObject::fread,hackerone.com/reports/146180,4,500.0
PHP (IBB),Multiple Heap Overflows in php_raw_url_encode/php_url_encode,hackerone.com/reports/124737,4,500.0
PHP (IBB),Integer Overflow in php_raw_url_encode,hackerone.com/reports/126416,4,500.0
PHP (IBB),Integer Overflow in php_html_entities(),hackerone.com/reports/140865,6,500.0
PHP (IBB),Type Confusion in WDDX Packet Deserialization,hackerone.com/reports/114339,5,1000.0
PHP (IBB),Session WDDX Packet Deserialization Type Confusion Vulnerability,hackerone.com/reports/108683,2,500.0
PHP (IBB),Type Confusion Vulnerability in PHP_to_XMLRPC_worker(),hackerone.com/reports/108682,2,500.0
PHP (IBB),Use After Free Vulnerability in WDDX Packet Deserialization,hackerone.com/reports/108681,2,500.0
Perl (IBB),"Format string implementation vulnerability, resulting in code execution",hackerone.com/reports/271330,7,500.0
PHP (IBB),potential remote code execution with phar archive,hackerone.com/reports/126652,1,500.0
PHP (IBB),Memory corruption when parsing a hostile PHAR archive,hackerone.com/reports/195586,12,500.0
PHP (IBB),Crash (DoS) when parsing a hostile TIFF,hackerone.com/reports/195580,3,500.0
Python (IBB),Information disclosure in mmap module - python 2.7.12,hackerone.com/reports/174632,29,500.0
WordPress,[FG-VD-18-165] Wordpress Cross-Site Scripting Vulnerability Notification II,hackerone.com/reports/460911,20,650.0
HackerOne,Disclosure of Email title report in quick award paypout email (no content mode),hackerone.com/reports/689997,58,500.0
Shopify,Reflective Cross-site Scripting via Newsletter Form,hackerone.com/reports/709336,69,2000.0
SEMrush,Manipulation of exam results at Semrush.Academy,hackerone.com/reports/662583,24,600.0
Mail.ru,OOB XXE,hackerone.com/reports/690387,6,500.0
Mail.ru,OOB XXE,hackerone.com/reports/690295,4,500.0
Mail.ru,XSS via Cookie in Mail.ru,hackerone.com/reports/690072,62,1000.0
Mail.ru,Blind SSRF on sentry.dev-my.com due to Sentry misconfiguration,hackerone.com/reports/686363,12,500.0
Mail.ru,[agent.33slona.ru] Recovery code bruteforce,hackerone.com/reports/671119,97,1500.0
Mail.ru,[sso.33slona.ru] Application Messages Error stacktrace PHP.,hackerone.com/reports/666065,5,400.0
QIWI,account takeover https://qiwi.me,hackerone.com/reports/685304,101,750.0
Shopify,"Bypass report #416983 - Removed Staff members who had ""Apps"" permission can still modify flow app connections",hackerone.com/reports/698708,21,1000.0
Shopify,"Unauthenticated read and write access to ALL endpoints of a store is possible for removed staff members who had ""Apps"" permission",hackerone.com/reports/700831,46,1500.0
U.S. Dept Of Defense,PII leakage-Full SSN on ███,hackerone.com/reports/644358,13,0.0
U.S. Dept Of Defense,Partial SSN exposed through Presentation slides on ██████████,hackerone.com/reports/665144,16,0.0
U.S. Dept Of Defense,MSSQL injection via param Customwho in https://█████/News/Transcripts/Search/Sort/ and WAF bypass,hackerone.com/reports/577612,8,0.0
U.S. Dept Of Defense,RCE on https://█████/ Using CVE-2017-9248,hackerone.com/reports/491668,7,0.0
U.S. Dept Of Defense,"Examples directory is PUBLIC on https://████████mil, leading to multiple vulns",hackerone.com/reports/674741,16,0.0
New Relic,Can fake content email of newrelic to any user,hackerone.com/reports/694943,1,0.0
LocalTapiola,Non-secure requests to www.lahitapiola.fi are not automatically upgraded to HTTPS,hackerone.com/reports/161485,9,50.0
Kartpay,Bypass _token in forms [Merchant.Kartpay.com ],hackerone.com/reports/642643,24,0.0
Omise,"Found Origin IP's Lead To Access To [ Grafana Instance , PgHero Instance [ Can SQL Injection ]",hackerone.com/reports/687908,62,200.0
Valve,Malformed .MDL triggers an Access Violation on GoldSRC (hl.exe),hackerone.com/reports/495793,83,2000.0
Valve,Panorama UI XSS leads to Remote Code Execution via Kick/Disconnect Message,hackerone.com/reports/631956,357,9000.0
Data Processing (IBB),CVE-2017-12858: Heap UAF in _zip_buffer_free() / Double free in _zip_dirent_read(),hackerone.com/reports/260414,3,0.0
Data Processing (IBB),CVE-2017-13008 The IEEE 802.11 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_11.c:parse_elements().,hackerone.com/reports/268805,11,500.0
Data Processing (IBB),CVE-2017-12986 The IPv6 routing header parser in tcpdump before 4.9.2 has a buffer over-read in print-rt6.c:rt6_print().,hackerone.com/reports/268804,7,500.0
Data Processing (IBB),CVE-2017-13038 The PPP parser in tcpdump before 4.9.2 has a buffer over-read in print-ppp.c:handle_mlppp().,hackerone.com/reports/268808,3,500.0
Data Processing (IBB),CVE-2017-13010 The BEEP parser in tcpdump before 4.9.2 has a buffer over-read in print-beep.c:l_strnstart().,hackerone.com/reports/268807,4,500.0
Data Processing (IBB),CVE-2017-13009 The IPv6 mobility parser in tcpdump before 4.9.2 has a buffer over-read in print-mobility.c:mobility_print().,hackerone.com/reports/268806,3,500.0
Data Processing (IBB),CVE-2017-12985: The IPv6 parser in tcpdump before 4.9.2 has a buffer over-read in ip6_print(),hackerone.com/reports/268803,2,500.0
